source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0070482	response to oxygen levels	0.002132692530709486	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	345	1749	56	21031	0.03201829616923957	0.16231884057971013	query_1	['GO:0009628']
GO:BP	GO:0001666	response to hypoxia	0.0021408807323559827	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	303	1749	51	21031	0.029159519725557463	0.16831683168316833	query_1	['GO:0006950', 'GO:0036293']
GO:BP	GO:0071495	cellular response to endogenous stimulus	0.0021459020620185083	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1432	1749	170	21031	0.09719839908519154	0.11871508379888268	query_1	['GO:0009719']
GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	0.002201963898824619	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	139	1749	30	21031	0.017152658662092625	0.2158273381294964	query_1	['GO:0042127', 'GO:0048659']
GO:BP	GO:0050673	epithelial cell proliferation	0.0022641231647738506	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]"	441	1749	67	21031	0.038307604345340196	0.15192743764172337	query_1	['GO:0008283']
KEGG	KEGG:05417	Lipid and atherosclerosis	0.002398695449809773	True	Lipid and atherosclerosis	214	892	43	8484	0.04820627802690583	0.20093457943925233	query_1	['KEGG:00000']
GO:BP	GO:0033043	regulation of organelle organization	0.00242209976340184	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1173	1749	144	21031	0.0823327615780446	0.12276214833759591	query_1	['GO:0006996', 'GO:0051128']
GO:BP	GO:0030036	actin cytoskeleton organization	0.0025193004733139453	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	717	1749	97	21031	0.05546026300743282	0.13528591352859135	query_1	['GO:0007010', 'GO:0030029']
GO:BP	GO:0006575	cellular modified amino acid metabolic process	0.002586795990813211	True	"""The chemical reactions and pathways involving compounds derived from amino acids, organic acids containing one or more amino substituents."" [GOC:ai]"	177	1749	35	21031	0.020011435105774727	0.1977401129943503	query_1	['GO:0044237', 'GO:1901564']
GO:BP	GO:0030098	lymphocyte differentiation	0.002628148605367481	True	"""The process in which a relatively unspecialized precursor cell acquires specialized features of a lymphocyte. A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:go_curators]"	434	1749	66	21031	0.03773584905660377	0.15207373271889402	query_1	['GO:0046649', 'GO:1903131']
GO:BP	GO:0071219	cellular response to molecule of bacterial origin	0.002754121989123451	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:mah]"	224	1749	41	21031	0.023441966838193252	0.18303571428571427	query_1	['GO:0002237', 'GO:0071216']
GO:MF	GO:0140096	catalytic activity, acting on a protein	0.0028372992940713933	True	"""Catalytic activity that acts to modify a protein."" [GOC:molecular_function_refactoring, GOC:pdt]"	2355	1809	271	20212	0.1498065229408513	0.11507430997876858	query_1	['GO:0003824']
GO:BP	GO:0031349	positive regulation of defense response	0.002962021999340379	True	"""Any process that activates or increases the frequency, rate or extent of a defense response."" [GOC:mah]"	471	1749	70	21031	0.040022870211549454	0.14861995753715498	query_1	['GO:0006952', 'GO:0031347', 'GO:0048584']
GO:BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	0.0029910290846804177	True	"""Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]"	163	1749	33	21031	0.018867924528301886	0.20245398773006135	query_1	['GO:0001934', 'GO:0018108', 'GO:0050730']
GO:BP	GO:0001823	mesonephros development	0.003113586117182556	True	"""The process whose specific outcome is the progression of the mesonephros over time, from its formation to the mature structure. In mammals, the mesonephros is the second of the three embryonic kidneys to be established and exists only transiently. In lower vertebrates such as fish and amphibia, the mesonephros will form the mature kidney."" [GOC:dph, ISBN:0124020607, ISBN:0721662544, PMID:10535314]"	106	1749	25	21031	0.01429388221841052	0.2358490566037736	query_1	['GO:0001822']
GO:BP	GO:0061326	renal tubule development	0.003113586117182556	True	"""The progression of the renal tubule over time from its formation to the mature form. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]"	106	1749	25	21031	0.01429388221841052	0.2358490566037736	query_1	['GO:0035295', 'GO:0060429', 'GO:0072001']
GO:BP	GO:1901701	cellular response to oxygen-containing compound	0.0032281212353179553	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1179	1749	144	21031	0.0823327615780446	0.12213740458015267	query_1	['GO:0070887', 'GO:1901700']
GO:BP	GO:0006694	steroid biosynthetic process	0.0033966817351604923	True	"""The chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus; includes de novo formation and steroid interconversion by modification."" [GOC:go_curators]"	179	1749	35	21031	0.020011435105774727	0.19553072625698323	query_1	['GO:0008202', 'GO:0008610', 'GO:1901362']
GO:BP	GO:0031344	regulation of cell projection organization	0.003774009569875355	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	667	1749	91	21031	0.05202973127501429	0.136431784107946	query_1	['GO:0030030', 'GO:0051128']
GO:BP	GO:0007492	endoderm development	0.003791837945602651	True	"""The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues."" [GOC:dph, GOC:tb]"	87	1749	22	21031	0.012578616352201259	0.25287356321839083	query_1	['GO:0009888']
KEGG	KEGG:05146	Amoebiasis	0.004003984788770659	True	Amoebiasis	101	892	25	8484	0.028026905829596414	0.24752475247524752	query_1	['KEGG:00000']
GO:BP	GO:0022409	positive regulation of cell-cell adhesion	0.004106547294670189	True	"""Any process that activates or increases the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]"	318	1749	52	21031	0.029731275014293884	0.16352201257861634	query_1	['GO:0022407', 'GO:0045785', 'GO:0098609']
GO:BP	GO:0007417	central nervous system development	0.0041135935741370856	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1035	1749	129	21031	0.07375643224699828	0.1246376811594203	query_1	['GO:0007399', 'GO:0048731']
GO:BP	GO:0048659	smooth muscle cell proliferation	0.00411811097976871	True	"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]"	143	1749	30	21031	0.017152658662092625	0.2097902097902098	query_1	['GO:0033002']
REAC	REAC:R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.0041965774010170945	True	Interleukin-4 and Interleukin-13 signaling	110	1149	28	10842	0.024369016536118365	0.2545454545454545	query_1	['REAC:R-HSA-449147']
REAC	REAC:R-HSA-6783783	Interleukin-10 signaling	0.004200628922076645	True	Interleukin-10 signaling	45	1149	16	10842	0.01392515230635335	0.35555555555555557	query_1	['REAC:R-HSA-449147']
GO:BP	GO:0072006	nephron development	0.004259622316149585	True	"""The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	158	1749	32	21031	0.018296169239565466	0.20253164556962025	query_1	['GO:0001822', 'GO:0048856']
GO:BP	GO:0001657	ureteric bud development	0.004354976852952722	True	"""The process whose specific outcome is the progression of the ureteric bud over time, from its formation to the mature structure."" [GOC:go_curators]"	101	1749	24	21031	0.0137221269296741	0.2376237623762376	query_1	['GO:0072164']
GO:BP	GO:0032102	negative regulation of response to external stimulus	0.004386118871692279	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]"	405	1749	62	21031	0.03544882790165809	0.15308641975308643	query_1	['GO:0009605', 'GO:0032101', 'GO:0048585']
GO:BP	GO:0022612	gland morphogenesis	0.0044332266983805645	True	"""The process in which the anatomical structures of a gland are generated and organized."" [GOC:isa_complete]"	129	1749	28	21031	0.016009148084619784	0.21705426356589147	query_1	['GO:0009887', 'GO:0048732']
GO:BP	GO:0009410	response to xenobiotic stimulus	0.004577155824790618	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]"	432	1749	65	21031	0.037164093767867355	0.15046296296296297	query_1	['GO:0042221']
GO:BP	GO:0034340	response to type I interferon	0.004662360061414544	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, ISBN:0126896631, PMID:15546383, PMID:16681834]"	88	1749	22	21031	0.012578616352201259	0.25	query_1	['GO:0034097', 'GO:0045087']
GO:BP	GO:0001763	morphogenesis of a branching structure	0.004845989493023252	True	"""The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes."" [ISBN:0721662544]"	205	1749	38	21031	0.02172670097198399	0.18536585365853658	query_1	['GO:0009653', 'GO:0032501']
KEGG	KEGG:04060	Cytokine-cytokine receptor interaction	0.0049318482146225836	True	Cytokine-cytokine receptor interaction	291	892	53	8484	0.05941704035874439	0.18213058419243985	query_1	['KEGG:00000']
GO:BP	GO:0071363	cellular response to growth factor stimulus	0.005040921819391089	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	681	1749	92	21031	0.052601486563750716	0.13509544787077826	query_1	['GO:0070848', 'GO:0071495']
GO:BP	GO:0072164	mesonephric tubule development	0.005250624736764463	True	"""The progression of a mesonephric tubule over time, from its initial formation to the mature structure. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]"	102	1749	24	21031	0.0137221269296741	0.23529411764705882	query_1	['GO:0035295', 'GO:0072163']
